NON-GERM DATA:														
Rock Type	Mineral	Z	Elem	Value	SD	Low	High	Kd Type	Reference	Definition	Notes	Inserted	SiO2	SiO2_sigma
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		La	3240	227			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Ce	3011	208			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Pr	3194	263			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Nd	3096	292			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Sm	2130	379			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Eu	1651	342			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Gd	1590	287			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Tb	907	123			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Dy	729	72			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Ho	474	55			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Er	308	48			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Tm	226	24			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Yb	158	31			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Lu	142	23			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		Th	3853	455			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
Synthetic glass C3981, 800C 30kbar 19%H2O	Monazite		U	377	47			Experimental	Stepanov et al. 2012	Solid-Melt	CBK addition	1-APR-2025	62.9	5
