EarthRef.org -- GERM Partition Coefficient (Kd) Database														
Database development and maintenance by the PACER Team -- Data contribution by Roger Nielsen														
														
DATA:														
Rock Type	Mineral	Z	Elem	Value	SD	Low	High	Kd Type	Reference	Definition	Notes	Inserted	SiO2	SiO2_sigma
rb34-3	Sphene	66	Dy	5.33	0.49			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	68	Er	3.66	0.51			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	70	Yb	2.22	0.33			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	72	Hf	1.55	0.5			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	73	Ta	4.44	0.41			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	82	Pb	0.05	0.02			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	90	Th	0.25	0.06			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
rb34-3	Sphene	92	U	0.21	0.04			Experimental	Tiepolo 2002 10.1016/S0009-2541(02)00151-1	Solid-Melt	CBK addition	15-MAY-2014	55.15	5
Ammonia Tanks Rhyolite	Sphene	21	Sc	25.3	4.1			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	37	Rb	0.236	0.035			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	38	Sr	1.31	0.62			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	39	Y	1920	640			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	56	Ba	11	16			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	57	La	370	460			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	58	Ce	570	480			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	59	Pr	1000	1200			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	60	Nd	1300	1500			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	62	Sm	1700	1900			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	63	Eu	1600	1500			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	64	Gd	1500	1600			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	65	Tb	3200	3200			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	66	Dy	1400	1400			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	67	Ho	1200	1200			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	68	Er	940	950			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	69	Tm	700	700			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	70	Yb	520	520			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
Ammonia Tanks Rhyolite	Sphene	71	Lu	370	370			Phenocryst-Matrix	Ackerson MS Thesis  2011	Solid-Melt	CBK addition	15-MAY-2014	75.5	5
